,Reporter,Partner,Trade_Indicator,CountryPair,L3
8655,Iceland,Zambia,0.0,C352C894,N03
8656,Iceland,European Union,0.7693,C352U918,N03
8657,India,Afghanistan,0.0,C356C004,N03
8658,India,Albania,0.0,C356C008,N03
8659,India,Algeria,0.0,C356C012,N03
8660,India,Angola,0.0,C356C024,N03
8661,India,Antigua and Barbuda,0.0,C356C028,N03
8662,India,Azerbaijan,0.0,C356C031,N03
8663,India,Argentina,0.0014,C356C032,N03
8664,India,Australia,0.0104,C356C036,N03
8665,India,Austria,0.0207,C356C040,N03
8666,India,Bahamas,0.0,C356C044,N03
8667,India,"Bahrain, Kingdom of",0.0,C356C048,N03
8668,India,Bangladesh,0.0015,C356C050,N03
8669,India,Armenia,0.0,C356C051,N03
8670,India,Barbados,0.0,C356C052,N03
8671,India,Belgium,0.079,C356C056,N03
8672,India,Bolivia,0.0,C356C068,N03
8673,India,Bosnia & Herzegovina,0.0,C356C070,N03
8674,India,Botswana,0.0,C356C072,N03
8675,India,Brazil,0.057999999999999996,C356C076,N03
8676,India,Belize,0.0,C356C084,N03
8677,India,Solomon Islands,0.0,C356C090,N03
8678,India,Brunei Darussalam,0.0,C356C096,N03
8679,India,Bulgaria,0.0067,C356C100,N03
8680,India,Myanmar,0.0,C356C104,N03
8681,India,Burundi,0.0,C356C108,N03
8682,India,Belarus,0.0,C356C112,N03
8683,India,Cambodia,0.0,C356C116,N03
8684,India,Cameroon,0.0001,C356C120,N03
8685,India,Canada,0.0059,C356C124,N03
8686,India,Cabo Verde,0.0,C356C132,N03
8687,India,Central African Republic,0.0,C356C140,N03
8688,India,Sri Lanka,0.1523,C356C144,N03
8689,India,Chad,0.0,C356C148,N03
8690,India,Chile,0.0001,C356C152,N03
8691,India,China,0.4037,C356C156,N03
8692,India,"Taipei, Chinese",0.0221,C356C158,N03
8693,India,Colombia,0.0011,C356C170,N03
8694,India,Comoros,0.0,C356C174,N03
8695,India,Congo,0.0,C356C178,N03
8696,India,Congo (DRC),0.0,C356C180,N03
8697,India,Costa Rica,0.0,C356C188,N03
8698,India,Croatia,0.0002,C356C191,N03
8699,India,Cuba,0.0006,C356C192,N03
8700,India,Cyprus,0.0005,C356C196,N03
8701,India,Czech Republic,0.0039,C356C203,N03
8702,India,Benin,0.0,C356C204,N03
8703,India,Denmark,0.0324,C356C208,N03
8704,India,Dominican Republic,0.0,C356C214,N03
8705,India,Ecuador,0.0,C356C218,N03
8706,India,El Salvador,0.0005,C356C222,N03
8707,India,Ethiopia,0.021,C356C231,N03
8708,India,Estonia,0.0001,C356C233,N03
8709,India,Fiji,0.0,C356C242,N03
8710,India,Finland,0.0018,C356C246,N03
8711,India,France,0.0385,C356C250,N03
8712,India,Gabon,0.0,C356C266,N03
8713,India,Georgia,0.0002,C356C268,N03
8714,India,The Gambia,0.0004,C356C270,N03
8715,India,Germany,0.0552,C356C276,N03
8716,India,Ghana,0.0096,C356C288,N03
8717,India,Greece,0.0038,C356C300,N03
8718,India,Grenada,0.0,C356C308,N03
8719,India,Guatemala,0.0,C356C320,N03
8720,India,Guinea,0.0,C356C324,N03
8721,India,Guyana,0.0,C356C328,N03
8722,India,Honduras,0.0,C356C340,N03
8723,India,"Hong Kong, China",0.09129999999999999,C356C344,N03
8724,India,Hungary,0.0056,C356C348,N03
8725,India,Iceland,0.0005,C356C352,N03
8726,India,Indonesia,0.157,C356C360,N03
8727,India,Iran,0.028900000000000002,C356C364,N03
8728,India,Ireland,0.0077,C356C372,N03
8729,India,Israel,0.007299999999999999,C356C376,N03
8730,India,Italy,0.0289,C356C380,N03
8731,India,C̫te d'Ivoire,0.0,C356C384,N03
8732,India,Jamaica,0.0,C356C388,N03
8733,India,Japan,0.006,C356C392,N03
8734,India,Kazakhstan,0.0002,C356C398,N03
8735,India,Jordan,0.0001,C356C400,N03
8736,India,Kenya,0.0009,C356C404,N03
8737,India,"Korea, Republic of",0.0203,C356C410,N03
8738,India,"Kuwait, the State of",0.0,C356C414,N03
8739,India,Kyrgyz Republic,0.0087,C356C417,N03
8740,India,Lao PDR,0.0,C356C418,N03
8741,India,Lebanese Republic,0.0004,C356C422,N03
8742,India,Lesotho,0.0,C356C426,N03
8743,India,Latvia,0.0005,C356C428,N03
8744,India,Libya,0.0,C356C434,N03
8745,India,Lithuania,0.005399999999999999,C356C440,N03
8746,India,Luxembourg,0.0026999999999999997,C356C442,N03
8747,India,"Macao, China",0.1901,C356C446,N03
8748,India,Madagascar,0.0,C356C450,N03
8749,India,Malawi,0.0,C356C454,N03
8750,India,Malaysia,0.017599999999999998,C356C458,N03
8751,India,Maldives,0.0,C356C462,N03
8752,India,Mali,0.0006,C356C466,N03
8753,India,Malta,0.0049,C356C470,N03
8754,India,Mauritania,0.0,C356C478,N03
8755,India,Mauritius,0.0038,C356C480,N03
8756,India,Mexico,0.011,C356C484,N03
8757,India,Mongolia,0.0109,C356C496,N03
8758,India,"Moldova, Republic of",0.0001,C356C498,N03
8759,India,Morocco,0.0,C356C504,N03
8760,India,Mozambique,0.9063,C356C508,N03
8761,India,Oman,0.0005,C356C512,N03
8762,India,Namibia,0.0042,C356C516,N03
8763,India,Nepal,0.8867999999999999,C356C524,N03
8764,India,Netherlands,0.0386,C356C528,N03
8765,India,New Zealand,0.0209,C356C554,N03
8766,India,Nicaragua,0.0062,C356C558,N03
8767,India,Niger,0.0,C356C562,N03
8768,India,Nigeria,0.0056,C356C566,N03
8769,India,Norway,0.0062,C356C578,N03
8770,India,Pakistan,0.0001,C356C586,N03
8771,India,Panama,0.0001,C356C591,N03
8772,India,Paraguay,0.0,C356C600,N03
8773,India,Peru,0.0,C356C604,N03
8774,India,Philippines,0.018199999999999997,C356C608,N03
8775,India,Poland,0.0002,C356C616,N03
8776,India,Portugal,0.0032,C356C620,N03
8777,India,Timor-Leste,0.0,C356C626,N03
8778,India,Qatar,0.0012,C356C634,N03
8779,India,Romania,0.0008,C356C642,N03
8780,India,Russian Federation,0.09530000000000001,C356C643,N03
8781,India,Rwanda,0.3579,C356C646,N03
8782,India,Saint Kitts and Nevis,0.0,C356C659,N03
8783,India,Saint Lucia,0.0,C356C662,N03
8784,India,Saint Vincent and the Grenadines,0.0,C356C670,N03
8785,India,Sao Tom̩ and Principe,0.0,C356C678,N03
8786,India,"Saudi Arabia, Kingdom of",0.0008,C356C682,N03
8787,India,Senegal,0.0,C356C686,N03
8788,India,Seychelles,0.0,C356C690,N03
8789,India,Sierra Leone,0.0,C356C694,N03
8790,India,Singapore,0.0187,C356C702,N03
8791,India,Slovak Republic,0.0016,C356C703,N03
8792,India,Viet Nam,0.0314,C356C704,N03
8793,India,Slovenia,0.0048000000000000004,C356C705,N03
8794,India,South Africa,0.004399999999999999,C356C710,N03
8795,India,Zimbabwe,0.0,C356C716,N03
8796,India,Spain,0.0364,C356C724,N03
8797,India,Sudan,0.0615,C356C736,N03
8798,India,Suriname,0.0,C356C740,N03
8799,India,Eswatini,0.0536,C356C748,N03
8800,India,Sweden,0.010700000000000001,C356C752,N03
8801,India,Switzerland,0.0751,C356C756,N03
8802,India,Tajikistan,0.2737,C356C762,N03
8803,India,Thailand,0.0036000000000000003,C356C764,N03
8804,India,Togo,0.0,C356C768,N03
8805,India,Tonga,0.0,C356C776,N03
8806,India,Trinidad and Tobago,0.0,C356C780,N03
8807,India,United Arab Emirates,0.0054,C356C784,N03
8808,India,Tunisia,0.0,C356C788,N03
8809,India,Turkey,0.0027,C356C792,N03
8810,India,Uganda,0.0004,C356C800,N03
8811,India,Ukraine,0.0037,C356C804,N03
8812,India,North Macedonia,0.0,C356C807,N03
8813,India,Egypt,0.037500000000000006,C356C818,N03
8814,India,United Kingdom,0.055600000000000004,C356C826,N03
8815,India,Tanzania,0.0,C356C834,N03
8816,India,USA,0.1134,C356C840,N03
8817,India,Burkina Faso,0.0,C356C854,N03
8818,India,Uruguay,0.0001,C356C858,N03
8819,India,Uzbekistan,0.0139,C356C860,N03
8820,India,Venezuela,0.0009,C356C862,N03
8821,India,Samoa,0.0,C356C882,N03
8822,India,Yemen,0.0,C356C887,N03
8823,India,Serbia,0.0,C356C892,N03
8824,India,Montenegro,0.0,C356C893,N03
8825,India,Zambia,0.0001,C356C894,N03
8826,India,European Union,0.3227,C356U918,N03
8827,Indonesia,Afghanistan,0.0,C360C004,N03
8828,Indonesia,Albania,0.0,C360C008,N03
8829,Indonesia,Algeria,0.0,C360C012,N03
8830,Indonesia,Angola,0.0,C360C024,N03
8831,Indonesia,Antigua and Barbuda,0.0,C360C028,N03
8832,Indonesia,Azerbaijan,0.0,C360C031,N03
8833,Indonesia,Argentina,0.0047,C360C032,N03
8834,Indonesia,Australia,0.0113,C360C036,N03
8835,Indonesia,Austria,0.011200000000000002,C360C040,N03
8836,Indonesia,Bahamas,0.0,C360C044,N03
8837,Indonesia,"Bahrain, Kingdom of",0.0,C360C048,N03
8838,Indonesia,Bangladesh,0.0002,C360C050,N03
8839,Indonesia,Armenia,0.0,C360C051,N03
8840,Indonesia,Barbados,0.0,C360C052,N03
8841,Indonesia,Belgium,0.0182,C360C056,N03
8842,Indonesia,Bolivia,0.0,C360C068,N03
8843,Indonesia,Bosnia & Herzegovina,0.0,C360C070,N03
8844,Indonesia,Botswana,0.0,C360C072,N03
8845,Indonesia,Brazil,0.047,C360C076,N03
8846,Indonesia,Belize,0.0,C360C084,N03
8847,Indonesia,Solomon Islands,0.0,C360C090,N03
8848,Indonesia,Brunei Darussalam,0.003,C360C096,N03
8849,Indonesia,Bulgaria,0.0039,C360C100,N03
8850,Indonesia,Myanmar,0.0001,C360C104,N03
8851,Indonesia,Burundi,0.0,C360C108,N03
8852,Indonesia,Belarus,0.0,C360C112,N03
8853,Indonesia,Cambodia,0.0,C360C116,N03
8854,Indonesia,Cameroon,0.0002,C360C120,N03
8855,Indonesia,Canada,0.0037,C360C124,N03
8856,Indonesia,Cabo Verde,0.0,C360C132,N03
8857,Indonesia,Central African Republic,0.0,C360C140,N03
8858,Indonesia,Sri Lanka,0.035300000000000005,C360C144,N03
8859,Indonesia,Chad,0.0,C360C148,N03
8860,Indonesia,Chile,0.0005,C360C152,N03
8861,Indonesia,China,0.2338,C360C156,N03
8862,Indonesia,"Taipei, Chinese",0.0103,C360C158,N03
8863,Indonesia,Colombia,0.0040999999999999995,C360C170,N03
8864,Indonesia,Comoros,0.0,C360C174,N03
8865,Indonesia,Congo,0.0,C360C178,N03
8866,Indonesia,Congo (DRC),0.0,C360C180,N03
8867,Indonesia,Costa Rica,0.0002,C360C188,N03
8868,Indonesia,Croatia,0.0002,C360C191,N03
8869,Indonesia,Cuba,0.0025,C360C192,N03
8870,Indonesia,Cyprus,0.00039999999999999996,C360C196,N03
8871,Indonesia,Czech Republic,0.0006000000000000001,C360C203,N03
8872,Indonesia,Benin,0.0,C360C204,N03
8873,Indonesia,Denmark,0.0089,C360C208,N03
8874,Indonesia,Dominican Republic,0.0012,C360C214,N03
8875,Indonesia,Ecuador,0.0015,C360C218,N03
8876,Indonesia,El Salvador,0.0001,C360C222,N03
8877,Indonesia,Ethiopia,0.0,C360C231,N03
8878,Indonesia,Estonia,0.0,C360C233,N03
8879,Indonesia,Fiji,0.0,C360C242,N03
8880,Indonesia,Finland,0.0045,C360C246,N03
8881,Indonesia,France,0.0589,C360C250,N03
8882,Indonesia,Gabon,0.0,C360C266,N03
8883,Indonesia,Georgia,0.0,C360C268,N03
8884,Indonesia,The Gambia,0.0,C360C270,N03
8885,Indonesia,Germany,0.0838,C360C276,N03
8886,Indonesia,Ghana,0.0,C360C288,N03
8887,Indonesia,Greece,0.0005,C360C300,N03
8888,Indonesia,Grenada,0.0,C360C308,N03
8889,Indonesia,Guatemala,0.0,C360C320,N03
8890,Indonesia,Guinea,0.0,C360C324,N03
8891,Indonesia,Guyana,0.0,C360C328,N03
8892,Indonesia,Honduras,0.0,C360C340,N03
8893,Indonesia,"Hong Kong, China",0.07250000000000001,C360C344,N03
8894,Indonesia,Hungary,0.0017,C360C348,N03
8895,Indonesia,Iceland,0.0,C360C352,N03
8896,Indonesia,India,0.0858,C360C356,N03
8897,Indonesia,Iran,0.0063,C360C364,N03
8898,Indonesia,Ireland,0.0159,C360C372,N03
8899,Indonesia,Israel,0.0,C360C376,N03
8900,Indonesia,Italy,0.0298,C360C380,N03
8901,Indonesia,C̫te d'Ivoire,0.0,C360C384,N03
8902,Indonesia,Jamaica,0.0,C360C388,N03
8903,Indonesia,Japan,0.0366,C360C392,N03
8904,Indonesia,Kazakhstan,0.0,C360C398,N03
8905,Indonesia,Jordan,0.0001,C360C400,N03
8906,Indonesia,Kenya,0.0,C360C404,N03
8907,Indonesia,"Korea, Republic of",0.0417,C360C410,N03
8908,Indonesia,"Kuwait, the State of",0.0,C360C414,N03
8909,Indonesia,Kyrgyz Republic,0.0,C360C417,N03
8910,Indonesia,Lao PDR,0.0002,C360C418,N03
8911,Indonesia,Lebanese Republic,0.0,C360C422,N03
8912,Indonesia,Lesotho,0.0,C360C426,N03
8913,Indonesia,Latvia,0.0011,C360C428,N03
8914,Indonesia,Libya,0.0,C360C434,N03
8915,Indonesia,Lithuania,0.0,C360C440,N03
8916,Indonesia,Luxembourg,0.0,C360C442,N03
8917,Indonesia,"Macao, China",0.002,C360C446,N03
8918,Indonesia,Madagascar,0.0,C360C450,N03
8919,Indonesia,Malawi,0.0001,C360C454,N03
8920,Indonesia,Malaysia,0.0346,C360C458,N03
8921,Indonesia,Maldives,0.0025,C360C462,N03
8922,Indonesia,Mali,0.0,C360C466,N03
8923,Indonesia,Malta,0.0,C360C470,N03
8924,Indonesia,Mauritania,0.0003,C360C478,N03
8925,Indonesia,Mauritius,0.0,C360C480,N03
8926,Indonesia,Mexico,0.0037,C360C484,N03
8927,Indonesia,Mongolia,0.0,C360C496,N03
8928,Indonesia,"Moldova, Republic of",0.0,C360C498,N03
8929,Indonesia,Morocco,0.0,C360C504,N03
8930,Indonesia,Mozambique,0.0,C360C508,N03
8931,Indonesia,Oman,0.0045,C360C512,N03
8932,Indonesia,Namibia,0.0,C360C516,N03
8933,Indonesia,Nepal,0.0,C360C524,N03
8934,Indonesia,Netherlands,0.0147,C360C528,N03
8935,Indonesia,New Zealand,0.00039999999999999996,C360C554,N03
8936,Indonesia,Nicaragua,0.0,C360C558,N03
8937,Indonesia,Niger,0.0,C360C562,N03
8938,Indonesia,Nigeria,0.0001,C360C566,N03
8939,Indonesia,Norway,0.0004,C360C578,N03
8940,Indonesia,Pakistan,0.008,C360C586,N03
8941,Indonesia,Panama,0.0,C360C591,N03
8942,Indonesia,Paraguay,0.0,C360C600,N03
8943,Indonesia,Peru,0.011000000000000001,C360C604,N03
8944,Indonesia,Philippines,0.157,C360C608,N03
8945,Indonesia,Poland,0.0021,C360C616,N03
8946,Indonesia,Portugal,0.0002,C360C620,N03
8947,Indonesia,Timor-Leste,0.0,C360C626,N03
8948,Indonesia,Qatar,0.0001,C360C634,N03
8949,Indonesia,Romania,0.0007,C360C642,N03
8950,Indonesia,Russian Federation,0.0005,C360C643,N03
8951,Indonesia,Rwanda,0.0,C360C646,N03
8952,Indonesia,Saint Kitts and Nevis,0.0,C360C659,N03
8953,Indonesia,Saint Lucia,0.0,C360C662,N03
8954,Indonesia,Saint Vincent and the Grenadines,0.0,C360C670,N03
8955,Indonesia,Sao Tom̩ and Principe,0.0,C360C678,N03
8956,Indonesia,"Saudi Arabia, Kingdom of",0.0,C360C682,N03
8957,Indonesia,Senegal,0.0,C360C686,N03
8958,Indonesia,Seychelles,0.0,C360C690,N03
8959,Indonesia,Sierra Leone,0.0,C360C694,N03
8960,Indonesia,Singapore,0.0257,C360C702,N03
8961,Indonesia,Slovak Republic,0.0,C360C703,N03
8962,Indonesia,Viet Nam,0.0124,C360C704,N03
8963,Indonesia,Slovenia,0.0,C360C705,N03
8964,Indonesia,South Africa,0.0016,C360C710,N03
8965,Indonesia,Zimbabwe,0.0,C360C716,N03
8966,Indonesia,Spain,0.0329,C360C724,N03
8967,Indonesia,Sudan,0.0,C360C736,N03
8968,Indonesia,Suriname,0.0,C360C740,N03
8969,Indonesia,Eswatini,0.0036,C360C748,N03
8970,Indonesia,Sweden,0.0109,C360C752,N03
8971,Indonesia,Switzerland,0.0381,C360C756,N03
8972,Indonesia,Tajikistan,0.0,C360C762,N03
8973,Indonesia,Thailand,0.0244,C360C764,N03
8974,Indonesia,Togo,0.0,C360C768,N03
8975,Indonesia,Tonga,0.0,C360C776,N03
8976,Indonesia,Trinidad and Tobago,0.0,C360C780,N03
8977,Indonesia,United Arab Emirates,0.0001,C360C784,N03
8978,Indonesia,Tunisia,0.0,C360C788,N03
8979,Indonesia,Turkey,0.0009,C360C792,N03
8980,Indonesia,Uganda,0.0,C360C800,N03
8981,Indonesia,Ukraine,0.0,C360C804,N03
8982,Indonesia,North Macedonia,0.0,C360C807,N03
8983,Indonesia,Egypt,0.0017,C360C818,N03
8984,Indonesia,United Kingdom,0.0622,C360C826,N03
8985,Indonesia,Tanzania,0.0,C360C834,N03
8986,Indonesia,USA,0.12589999999999998,C360C840,N03
8987,Indonesia,Burkina Faso,0.0,C360C854,N03
8988,Indonesia,Uruguay,0.0,C360C858,N03
8989,Indonesia,Uzbekistan,0.0,C360C860,N03
8990,Indonesia,Venezuela,0.0,C360C862,N03
8991,Indonesia,Samoa,0.0,C360C882,N03
8992,Indonesia,Yemen,0.0,C360C887,N03
8993,Indonesia,Serbia,0.0,C360C892,N03
8994,Indonesia,Montenegro,0.0,C360C893,N03
8995,Indonesia,Zambia,0.0,C360C894,N03
8996,Indonesia,European Union,0.2855,C360U918,N03
8997,Iran,Afghanistan,0.0,C364C004,N03
8998,Iran,Albania,0.0,C364C008,N03
8999,Iran,Algeria,0.0,C364C012,N03
9000,Iran,Angola,0.0,C364C024,N03
9001,Iran,Antigua and Barbuda,0.0,C364C028,N03
9002,Iran,Azerbaijan,0.0,C364C031,N03
9003,Iran,Argentina,0.0001,C364C032,N03
9004,Iran,Australia,0.0028,C364C036,N03
9005,Iran,Austria,0.0441,C364C040,N03
9006,Iran,Bahamas,0.0,C364C044,N03
9007,Iran,"Bahrain, Kingdom of",0.0,C364C048,N03
9008,Iran,Bangladesh,0.0001,C364C050,N03
9009,Iran,Armenia,0.083,C364C051,N03
9010,Iran,Barbados,0.0,C364C052,N03
9011,Iran,Belgium,0.0123,C364C056,N03
9012,Iran,Bolivia,0.0,C364C068,N03
9013,Iran,Bosnia & Herzegovina,0.0,C364C070,N03
9014,Iran,Botswana,0.0,C364C072,N03
9015,Iran,Brazil,0.001,C364C076,N03
9016,Iran,Belize,0.0,C364C084,N03
9017,Iran,Solomon Islands,0.0,C364C090,N03
9018,Iran,Brunei Darussalam,0.0,C364C096,N03
9019,Iran,Bulgaria,0.00030000000000000003,C364C100,N03
9020,Iran,Myanmar,0.0,C364C104,N03
9021,Iran,Burundi,0.0,C364C108,N03
9022,Iran,Belarus,0.0,C364C112,N03
9023,Iran,Cambodia,0.0,C364C116,N03
9024,Iran,Cameroon,0.0,C364C120,N03
9025,Iran,Canada,0.0051,C364C124,N03
9026,Iran,Cabo Verde,0.0,C364C132,N03
9027,Iran,Central African Republic,0.0,C364C140,N03
9028,Iran,Sri Lanka,0.0,C364C144,N03
9029,Iran,Chad,0.0,C364C148,N03
9030,Iran,Chile,0.0034000000000000002,C364C152,N03
9031,Iran,China,0.0678,C364C156,N03
9032,Iran,"Taipei, Chinese",0.0052,C364C158,N03
9033,Iran,Colombia,0.0011,C364C170,N03
9034,Iran,Comoros,0.0,C364C174,N03
9035,Iran,Congo,0.0,C364C178,N03
9036,Iran,Congo (DRC),0.0,C364C180,N03
9037,Iran,Costa Rica,0.0,C364C188,N03
9038,Iran,Croatia,0.0033,C364C191,N03
9039,Iran,Cuba,0.0005,C364C192,N03
9040,Iran,Cyprus,0.0078,C364C196,N03
9041,Iran,Czech Republic,0.0018999999999999998,C364C203,N03
9042,Iran,Benin,0.0,C364C204,N03
9043,Iran,Denmark,0.0808,C364C208,N03
9044,Iran,Dominican Republic,0.0,C364C214,N03
9045,Iran,Ecuador,0.0,C364C218,N03
9046,Iran,El Salvador,0.0,C364C222,N03
9047,Iran,Ethiopia,0.0,C364C231,N03
9048,Iran,Estonia,0.0025,C364C233,N03
9049,Iran,Fiji,0.0,C364C242,N03
9050,Iran,Finland,0.0034000000000000002,C364C246,N03
9051,Iran,France,0.0855,C364C250,N03
9052,Iran,Gabon,0.0,C364C266,N03
9053,Iran,Georgia,0.0172,C364C268,N03
9054,Iran,The Gambia,0.0,C364C270,N03
9055,Iran,Germany,0.1517,C364C276,N03
9056,Iran,Ghana,0.0,C364C288,N03
9057,Iran,Greece,0.0043,C364C300,N03
9058,Iran,Grenada,0.0,C364C308,N03
9059,Iran,Guatemala,0.0,C364C320,N03
9060,Iran,Guinea,0.0,C364C324,N03
9061,Iran,Guyana,0.0,C364C328,N03
9062,Iran,Honduras,0.0,C364C340,N03
9063,Iran,"Hong Kong, China",0.0185,C364C344,N03
9064,Iran,Hungary,0.0013,C364C348,N03
9065,Iran,Iceland,0.0,C364C352,N03
9066,Iran,India,0.0569,C364C356,N03
9067,Iran,Indonesia,0.0,C364C360,N03
9068,Iran,Ireland,0.0271,C364C372,N03
9069,Iran,Israel,0.0,C364C376,N03
9070,Iran,Italy,0.0427,C364C380,N03
9071,Iran,C̫te d'Ivoire,0.0,C364C384,N03
9072,Iran,Jamaica,0.0,C364C388,N03
9073,Iran,Japan,0.0023,C364C392,N03
9074,Iran,Kazakhstan,0.0,C364C398,N03
9075,Iran,Jordan,0.0001,C364C400,N03
9076,Iran,Kenya,0.0,C364C404,N03
9077,Iran,"Korea, Republic of",0.0214,C364C410,N03
9078,Iran,"Kuwait, the State of",0.0,C364C414,N03
9079,Iran,Kyrgyz Republic,0.0,C364C417,N03
9080,Iran,Lao PDR,0.0,C364C418,N03
9081,Iran,Lebanese Republic,0.0,C364C422,N03
9082,Iran,Lesotho,0.0,C364C426,N03
9083,Iran,Latvia,0.0001,C364C428,N03
9084,Iran,Libya,0.0,C364C434,N03
9085,Iran,Lithuania,0.0,C364C440,N03
9086,Iran,Luxembourg,0.1335,C364C442,N03
9087,Iran,"Macao, China",0.0,C364C446,N03
9088,Iran,Madagascar,0.0,C364C450,N03
9089,Iran,Malawi,0.0,C364C454,N03
9090,Iran,Malaysia,0.0005,C364C458,N03
9091,Iran,Maldives,0.0,C364C462,N03
9092,Iran,Mali,0.0,C364C466,N03
9093,Iran,Malta,0.0,C364C470,N03
9094,Iran,Mauritania,0.0,C364C478,N03
9095,Iran,Mauritius,0.0,C364C480,N03
9096,Iran,Mexico,0.00030000000000000003,C364C484,N03
9097,Iran,Mongolia,0.0,C364C496,N03
9098,Iran,"Moldova, Republic of",0.0,C364C498,N03
9099,Iran,Morocco,0.0,C364C504,N03
9100,Iran,Mozambique,0.0,C364C508,N03
9101,Iran,Oman,0.19039999999999999,C364C512,N03
9102,Iran,Namibia,0.0,C364C516,N03
9103,Iran,Nepal,0.0,C364C524,N03
9104,Iran,Netherlands,0.0241,C364C528,N03
9105,Iran,New Zealand,0.0002,C364C554,N03
9106,Iran,Nicaragua,0.0,C364C558,N03
9107,Iran,Niger,0.0,C364C562,N03
9108,Iran,Nigeria,0.0,C364C566,N03
9109,Iran,Norway,0.0015,C364C578,N03
9110,Iran,Pakistan,0.0,C364C586,N03
9111,Iran,Panama,0.0,C364C591,N03
9112,Iran,Paraguay,0.0,C364C600,N03
9113,Iran,Peru,0.0,C364C604,N03
9114,Iran,Philippines,0.0,C364C608,N03
9115,Iran,Poland,0.0009,C364C616,N03
9116,Iran,Portugal,0.0026,C364C620,N03
9117,Iran,Timor-Leste,0.0,C364C626,N03
9118,Iran,Qatar,0.0043,C364C634,N03
9119,Iran,Romania,0.0005,C364C642,N03
9120,Iran,Russian Federation,0.0104,C364C643,N03
9121,Iran,Rwanda,0.0,C364C646,N03
9122,Iran,Saint Kitts and Nevis,0.0,C364C659,N03
9123,Iran,Saint Lucia,0.0,C364C662,N03
9124,Iran,Saint Vincent and the Grenadines,0.0,C364C670,N03
9125,Iran,Sao Tom̩ and Principe,0.0,C364C678,N03
9126,Iran,"Saudi Arabia, Kingdom of",0.0,C364C682,N03
9127,Iran,Senegal,0.0,C364C686,N03
9128,Iran,Seychelles,0.0,C364C690,N03
9129,Iran,Sierra Leone,0.0,C364C694,N03
9130,Iran,Singapore,0.0004,C364C702,N03
9131,Iran,Slovak Republic,0.0015999999999999999,C364C703,N03
9132,Iran,Viet Nam,0.0008,C364C704,N03
9133,Iran,Slovenia,0.0025,C364C705,N03
9134,Iran,South Africa,0.0,C364C710,N03
9135,Iran,Zimbabwe,0.0,C364C716,N03
9136,Iran,Spain,0.0215,C364C724,N03
9137,Iran,Sudan,0.0,C364C736,N03
9138,Iran,Suriname,0.0,C364C740,N03
9139,Iran,Eswatini,0.0514,C364C748,N03
9140,Iran,Sweden,0.0017000000000000001,C364C752,N03
9141,Iran,Switzerland,0.1353,C364C756,N03
9142,Iran,Tajikistan,0.0,C364C762,N03
9143,Iran,Thailand,0.0,C364C764,N03
9144,Iran,Togo,0.0,C364C768,N03
9145,Iran,Tonga,0.0,C364C776,N03
9146,Iran,Trinidad and Tobago,0.0,C364C780,N03
9147,Iran,United Arab Emirates,0.3535,C364C784,N03
9148,Iran,Tunisia,0.0,C364C788,N03
9149,Iran,Turkey,0.0925,C364C792,N03
9150,Iran,Uganda,0.0,C364C800,N03
9151,Iran,Ukraine,0.0,C364C804,N03
9152,Iran,North Macedonia,0.0,C364C807,N03
9153,Iran,Egypt,0.0,C364C818,N03
9154,Iran,United Kingdom,0.0148,C364C826,N03
9155,Iran,Tanzania,0.0,C364C834,N03
9156,Iran,USA,0.0207,C364C840,N03
9157,Iran,Burkina Faso,0.0,C364C854,N03
9158,Iran,Uruguay,0.0,C364C858,N03
9159,Iran,Uzbekistan,0.0002,C364C860,N03
9160,Iran,Venezuela,0.0,C364C862,N03
9161,Iran,Samoa,0.0,C364C882,N03
9162,Iran,Yemen,0.0,C364C887,N03
9163,Iran,Serbia,0.0012000000000000001,C364C892,N03
9164,Iran,Montenegro,0.0,C364C893,N03
9165,Iran,Zambia,0.0,C364C894,N03
9166,Iran,European Union,0.5019,C364U918,N03
9167,Ireland,Afghanistan,0.0,C372C004,N03
9168,Ireland,Albania,0.0,C372C008,N03
9169,Ireland,Algeria,0.0034,C372C012,N03
9170,Ireland,Angola,0.0,C372C024,N03
9171,Ireland,Antigua and Barbuda,0.0,C372C028,N03
9172,Ireland,Azerbaijan,0.0,C372C031,N03
9173,Ireland,Argentina,0.0,C372C032,N03
9174,Ireland,Australia,0.0218,C372C036,N03
9175,Ireland,Austria,0.0036,C372C040,N03
9176,Ireland,Bahamas,0.0009,C372C044,N03
9177,Ireland,"Bahrain, Kingdom of",0.0001,C372C048,N03
9178,Ireland,Bangladesh,0.0013,C372C050,N03
9179,Ireland,Armenia,0.0,C372C051,N03
9180,Ireland,Barbados,0.0,C372C052,N03
9181,Ireland,Belgium,0.0813,C372C056,N03
9182,Ireland,Bolivia,0.0001,C372C068,N03
9183,Ireland,Bosnia & Herzegovina,0.0,C372C070,N03
9184,Ireland,Botswana,0.0002,C372C072,N03
9185,Ireland,Brazil,0.003,C372C076,N03
9186,Ireland,Belize,0.0,C372C084,N03
9187,Ireland,Solomon Islands,0.0,C372C090,N03
9188,Ireland,Brunei Darussalam,0.0,C372C096,N03
9189,Ireland,Bulgaria,0.0087,C372C100,N03
9190,Ireland,Myanmar,0.0,C372C104,N03
9191,Ireland,Burundi,0.0,C372C108,N03
9192,Ireland,Belarus,0.0,C372C112,N03
9193,Ireland,Cambodia,0.0,C372C116,N03
